1376 992
beginpolys
BROWN_CAVE_WALL 0 0 448 0 448 32 256 32 256 96 320 96 192 224 192 32 64 32 64 352 128 416 128 352 192 352 320 224 320 288 288 320 320 352 320 448 160 448 160 480 0 480
GIMP_BRICK_1 320 224 384 160 384 288 352 320 384 352 384 480 320 480 320 352 288 320 320 288
GIMP_BRICK_1 448 0  704 0 704 32 576 32 576 64 544 32 512 64 544 96 512 96 512 288 544 320 512 352 512 416 448 480 448 352 480 320 448 288 
BRICK_WALL_WHITE 0 480 160 480 160 448 320 448 320 480 192 480 192 608 160 608 160 512 96 512 32 576 32 800 96 864 128 864 128 896 160 896 160 960 448 960 448 992 0 992
BRICK_WALL_WHITE 96 672 256 672 256 544 384 544 384 672 352 672 352 576 288 576 288 704 128 704 128 736 160 768 320 768 320 704 416 704 416 736 352 736 352 832 448 832 448 864 288 864 288 800 160 800 96 736
STONES 288 864 448 864 448 960 288 960
BRICK_WALL_WHITE 384 768 448 768 448 704 544 704 544 736 480 736 480 800 384 800
GIMP_BRICK_1 480 736 544 736 544 704 576 736 512 800 480 800
BRICK_WALL_WHITE 448 544 480 576 576 576 608 544 704 544 704 288 736 288 736 576 608 576 576 608 480 608 448 640
BROWN_CAVE_WALL 448 960 608 960 672 896 736 960 864 960 928 896 992 960 1056 960 1056 992 448 992
BROWN_CAVE_WALL 448 832 544 832 608 768 736 768 800 832 864 768 960 768 960 800 864 800 800 864 736 800 608 800 544 864 448 864
BROWN_CAVE_WALL 544 704 576 672 608 704 640 672 672 704 704 672 736 704 768 672 800 704 928 704 992 640 992 576 960 544 960 416 1024 416 1024 640 960 704 960 736 832 736 800 768 768 736 576 736
GIMP_BRICK_1 1024 416 1056 416 1056 640 960 736 960 704 1024 640
BRICK_WALL_RED 704 224 1216 224 1216 256 704 256
BROWN_CAVE_WALL 704 256 832 256 768 320 768 608 576 608 608 576 736 576 736 288 704 288
BROWN_CAVE_WALL 832 256 1152 256 1152 288 864 288
BRICK_WALL_RED 704 0 1376 0 1376 224 1344 224 1344 32 704 32
FLAMMABLE_TREES 704 32 1216 32 1216 64 1120 64 1120 96 1088 96 1088 128 1120 128 1120 160 1152 160 1152 192 1184 192 1184 224 704 224
STONES 1216 224 1248 224 1248 256 1216 256
STONES 1312 224 1344 224 1344 256 1312 256
GIMP_BRICK_1 1152 256 1248 256 1248 288 1216 288 1216 320 1248 320 1248 352 1216 352 1216 384 1248 384 1248 416 1216 416  1216 448 1248 448 1248 512 1312 512 1312 448 1344 448 1344 416 1312 416 1312 384 1344 384 1344 352 1312 352 1312 320 1344 320 1344 288 1312 288 1312 256 1344 256 1344 224 1376 224 1376 992 1056 992 1056 960 1312 960 1344 928 1344 544 1248 544 1248 864 1056 864 992 800 960 800 960 768 1024 768 1024 800 1056 800 1056 832 1152 832 1152 800 1184 800 1184 768 1216 768 1216 672 1152 608
DIRT 64 32 448 32 384 96 384 160 64 480
DUNGEON_TILE_1 384 96 448 32 672 32 672 192 704 224 704 544 640 544 544 640 544 736 448 832 448 992 0 992 0 480 352 480 352 192 384 160
DIRT 448 992 448 832 480 800 512 800 544 768 544 640 576 608 768 608 768 512 992 512 992 672 960 704 960 800 992 800 1056 864 1056 992
WATER 768 512 768 352 832 416 960 416 960 512
DUNGEON_TILE_1 1024 416 1248 192 1312 192 1344 224 1344 544 1248 544 1248 832 1056 832 992 768 960 768 960 736 1056 640 1056 416
SAND 1248 544 1344 544 1344 640 1248 640
DIRT 768 320 832 256 864 288 1152 288 1024 416 832 416 768 352
GRASS 672 32 1344 32 1344 224 1312 192 1248 192 1216 224 704 224 672 192
DUNGEON_TILE_1 1056 864 1248 864 1248 640 1344 640 1344 928 1312 960 1056 960
GIMP_BRICK_1 160 864 160 896 128 896 128 864
endpolys
beginobjects

PLAYER 96 64 UP

RED_EGG 88 680 UP
BLUE_EGG 1256 504 UP
GREEN_EGG 1256 584 UP
YELLOW_EGG 1144 824 UP

ARCHER 608 160 UP
ARCHER 648 160 UP
ARCHER 608 200 UP
ARCHER 648 200 UP
ARCHER 628 240 UP
ARCHER 416 512 DOWN
ARCHER 224 512 RIGHT
ARCHER 224 640 LEFT
ARCHER 48 704 UP

ARCHER 144 724 RIGHT
ARCHER 176 724 RIGHT
ARCHER 176 740 RIGHT
ARCHER 208 724 RIGHT
ARCHER 208 740 RIGHT
ARCHER 240 724 RIGHT
ARCHER 240 740 RIGHT
ARCHER 272 724 RIGHT
ARCHER 272 740 RIGHT

ARCHER 1072 692 LEFT
ARCHER 1072 724 LEFT
ARCHER 1072 756 LEFT
ARCHER 1072 788 LEFT

ARCHER 1104 692 LEFT
ARCHER 1104 724 LEFT
ARCHER 1104 756 LEFT
ARCHER 1104 788 LEFT

ARCHER 1136 692 LEFT
ARCHER 1136 724 LEFT
ARCHER 1136 756 LEFT
ARCHER 1136 788 LEFT

ARCHER 1168 692 LEFT
ARCHER 1168 724 LEFT
ARCHER 1168 756 LEFT
ARCHER 1168 788 LEFT

ARCHER 1068 644 UP
ARCHER 1068 628 UP
ARCHER 1068 612 UP
ARCHER 1068 596 UP
ARCHER 1068 580 UP
ARCHER 1068 564 UP
ARCHER 1068 548 UP
ARCHER 1068 532 UP
ARCHER 1068 516 UP
ARCHER 1068 500 UP
ARCHER 1068 484 UP
ARCHER 1068 468 UP
ARCHER 1068 452 UP
ARCHER 1068 436 UP
ARCHER 1068 420 UP
ARCHER 1084 644 UP
ARCHER 1084 628 UP
ARCHER 1084 612 UP
ARCHER 1084 596 UP
ARCHER 1084 580 UP
ARCHER 1084 564 UP
ARCHER 1084 548 UP
ARCHER 1084 532 UP
ARCHER 1084 516 UP
ARCHER 1084 500 UP
ARCHER 1084 484 UP
ARCHER 1084 468 UP
ARCHER 1084 452 UP
ARCHER 1084 436 UP
ARCHER 1084 420 UP
ARCHER 1100 644 UP
ARCHER 1100 628 UP
ARCHER 1100 612 UP
ARCHER 1100 596 UP
ARCHER 1100 580 UP
ARCHER 1100 564 UP
ARCHER 1100 548 UP
ARCHER 1100 532 UP
ARCHER 1100 516 UP
ARCHER 1100 500 UP
ARCHER 1100 484 UP
ARCHER 1100 468 UP
ARCHER 1100 452 UP
ARCHER 1100 436 UP
ARCHER 1100 420 UP
ARCHER 1116 644 UP
ARCHER 1116 628 UP
ARCHER 1116 612 UP
ARCHER 1116 596 UP
ARCHER 1116 580 UP
ARCHER 1116 564 UP
ARCHER 1116 548 UP
ARCHER 1116 532 UP
ARCHER 1116 516 UP
ARCHER 1116 500 UP
ARCHER 1116 484 UP
ARCHER 1116 468 UP
ARCHER 1116 452 UP
ARCHER 1116 436 UP
ARCHER 1116 420 UP
ARCHER 1132 644 UP
ARCHER 1132 628 UP
ARCHER 1132 612 UP
ARCHER 1132 596 UP
ARCHER 1132 580 UP
ARCHER 1132 564 UP
ARCHER 1132 548 UP
ARCHER 1132 532 UP
ARCHER 1132 516 UP
ARCHER 1132 500 UP
ARCHER 1132 484 UP
ARCHER 1132 468 UP
ARCHER 1132 452 UP
ARCHER 1132 436 UP
ARCHER 1132 420 UP

endobjects
